datecollected,siteid,sampleid,basisofrecord,minimumdepthinmeters,maximumdepthinmeters,taxaname,taxanameid,samplingeffort,parameter,parameter_value,parameter_standardunit
2021-09-30,ANE,ANE_20210930,HumanObservation,7.4,13.2,Solea senegalensis,127159,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2003-09-26,ANI,ANI_20030926,HumanObservation,5.5,9.1,Anguilla anguilla,126281,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2015-09-21,ANI,ANI_20150921,HumanObservation,5.5,9.1,Atherina presbyter,272030,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2006-10-02,ANI,ANI_20061002,HumanObservation,5.5,9.1,Syngnathus acus,127387,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2003-09-26,ANI,ANI_20030926,HumanObservation,5.5,9.1,Diplodus sargus,127053,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2012-09-27,ANI,ANI_20120927,HumanObservation,5.5,9.1,Dentex dentex,273962,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2012-09-27,ANI,ANI_20120927,HumanObservation,5.5,9.1,Spondyliosoma cantharus,127066,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2003-09-26,ANI,ANI_20030926,HumanObservation,5.5,9.1,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,ind
2006-10-02,ANI,ANI_20061002,HumanObservation,5.5,9.1,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2009-05-11,ANI,ANI_20090511,HumanObservation,5.5,9.1,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,ind
2009-07-02,ANI,ANI_20090702,HumanObservation,5.5,9.1,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2009-09-18,ANI,ANI_20090918,HumanObservation,5.5,9.1,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2015-09-21,ANI,ANI_20150921,HumanObservation,5.5,9.1,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2018-09-21,ANI,ANI_20180921,HumanObservation,5.5,9.1,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2021-09-30,ANI,ANI_20210930,HumanObservation,5.5,9.1,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,10.0,Ind
2003-09-26,ANI,ANI_20030926,HumanObservation,5.5,9.1,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,62.0,ind
2006-10-02,ANI,ANI_20061002,HumanObservation,5.5,9.1,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,65.0,ind
2009-05-11,ANI,ANI_20090511,HumanObservation,5.5,9.1,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,10.0,ind
2009-07-02,ANI,ANI_20090702,HumanObservation,5.5,9.1,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,20.0,ind
2009-09-18,ANI,ANI_20090918,HumanObservation,5.5,9.1,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,10.0,ind
2012-09-27,ANI,ANI_20120927,HumanObservation,5.5,9.1,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2015-09-21,ANI,ANI_20150921,HumanObservation,5.5,9.1,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2018-09-21,ANI,ANI_20180921,HumanObservation,5.5,9.1,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,7.0,Ind
2021-09-30,ANI,ANI_20210930,HumanObservation,5.5,9.1,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,187.0,Ind
2009-09-18,ANI,ANI_20090918,HumanObservation,5.5,9.1,Platichthys flesus,127141,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2012-09-27,ANI,ANI_20120927,HumanObservation,5.5,9.1,Platichthys flesus,127141,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2015-09-21,ANI,ANI_20150921,HumanObservation,5.5,9.1,Platichthys flesus,127141,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2003-09-26,ANI,ANI_20030926,HumanObservation,5.5,9.1,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,ind
2006-10-02,ANI,ANI_20061002,HumanObservation,5.5,9.1,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,ind
2009-05-11,ANI,ANI_20090511,HumanObservation,5.5,9.1,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,ind
2009-07-02,ANI,ANI_20090702,HumanObservation,5.5,9.1,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,ind
2009-09-18,ANI,ANI_20090918,HumanObservation,5.5,9.1,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,7.0,ind
2012-09-27,ANI,ANI_20120927,HumanObservation,5.5,9.1,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2015-09-21,ANI,ANI_20150921,HumanObservation,5.5,9.1,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2018-09-21,ANI,ANI_20180921,HumanObservation,5.5,9.1,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2021-09-30,ANI,ANI_20210930,HumanObservation,5.5,9.1,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,7.0,Ind
2021-09-30,ANI,ANI_20210930,HumanObservation,5.5,9.1,Solea senegalensis,127159,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2012-09-27,ANI,ANI_20120927,HumanObservation,5.5,9.1,Dicologlossa cuneata,127154,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2003-09-26,ANM,ANM_20030926,HumanObservation,4.3,10.9,Syngnathus acus,127387,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2003-09-26,ANM,ANM_20030926,HumanObservation,4.3,10.9,Trigla lyra,127266,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2021-09-30,ANM,ANM_20210930,HumanObservation,4.3,10.9,Spondyliosoma cantharus,127066,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2003-09-26,ANM,ANM_20030926,HumanObservation,4.3,10.9,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,ind
2009-05-11,ANM,ANM_20090511,HumanObservation,4.3,10.9,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2009-07-02,ANM,ANM_20090702,HumanObservation,4.3,10.9,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2012-09-27,ANM,ANM_20120927,HumanObservation,4.3,10.9,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2018-09-21,ANM,ANM_20180921,HumanObservation,4.3,10.9,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2021-09-30,ANM,ANM_20210930,HumanObservation,4.3,10.9,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,8.0,Ind
2003-09-26,ANM,ANM_20030926,HumanObservation,4.3,10.9,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,50.0,ind
2006-10-02,ANM,ANM_20061002,HumanObservation,4.3,10.9,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,48.0,ind
2009-05-11,ANM,ANM_20090511,HumanObservation,4.3,10.9,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,ind
2009-07-02,ANM,ANM_20090702,HumanObservation,4.3,10.9,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,7.0,ind
2012-09-27,ANM,ANM_20120927,HumanObservation,4.3,10.9,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2015-09-21,ANM,ANM_20150921,HumanObservation,4.3,10.9,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,ind
2018-09-21,ANM,ANM_20180921,HumanObservation,4.3,10.9,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,Ind
2021-09-30,ANM,ANM_20210930,HumanObservation,4.3,10.9,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,102.0,Ind
2006-10-02,ANM,ANM_20061002,HumanObservation,4.3,10.9,Platichthys flesus,127141,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2003-09-26,ANM,ANM_20030926,HumanObservation,4.3,10.9,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,ind
2006-10-02,ANM,ANM_20061002,HumanObservation,4.3,10.9,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,ind
2012-09-27,ANM,ANM_20120927,HumanObservation,4.3,10.9,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2015-09-21,ANM,ANM_20150921,HumanObservation,4.3,10.9,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2021-09-30,ANM,ANM_20210930,HumanObservation,4.3,10.9,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,Ind
2015-09-21,ANM,ANM_20150921,HumanObservation,4.3,10.9,Solea senegalensis,127159,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2021-09-30,ANM,ANM_20210930,HumanObservation,4.3,10.9,Solea senegalensis,127159,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2003-08-07,AOE,AOE_20030807,HumanObservation,0.5,4.0,Pisidia longicornis,107188,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2006-10-03,AOE,AOE_20061003,HumanObservation,0.5,4.0,Pisidia longicornis,107188,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2003-08-07,AOE,AOE_20030807,HumanObservation,0.5,4.0,Macropodia rostrata,107345,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2006-10-03,AOE,AOE_20061003,HumanObservation,0.5,4.0,Macropodia rostrata,107345,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2009-05-07,AOE,AOE_20090507,HumanObservation,0.5,4.0,Macropodia rostrata,107345,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,7.0,ind
2009-09-15,AOE,AOE_20090915,HumanObservation,0.5,4.0,Macropodia rostrata,107345,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2021-09-28,AOE,AOE_20210928,HumanObservation,0.5,4.0,Macropodia rostrata,107345,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2003-08-07,AOE,AOE_20030807,HumanObservation,0.5,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,11.0,ind
2006-10-03,AOE,AOE_20061003,HumanObservation,0.5,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2009-05-07,AOE,AOE_20090507,HumanObservation,0.5,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2009-07-01,AOE,AOE_20090701,HumanObservation,0.5,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,ind
2009-09-15,AOE,AOE_20090915,HumanObservation,0.5,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,ind
2015-09-18,AOE,AOE_20150918,HumanObservation,0.5,4.0,Carcinus maenas,107381,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2003-08-07,AOE,AOE_20030807,HumanObservation,0.5,4.0,Pilumnus hirtellus,107418,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2021-09-28,AOE,AOE_20210928,HumanObservation,0.5,4.0,Pilumnus hirtellus,107418,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2006-10-03,AOE,AOE_20061003,HumanObservation,0.5,4.0,Pachygrapsus marmoratus,107455,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2021-09-28,AOE,AOE_20210928,HumanObservation,0.5,4.0,Pachygrapsus marmoratus,107455,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2003-08-07,AOE,AOE_20030807,HumanObservation,0.5,4.0,Syngnathus acus,127387,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2012-10-11,AOE,AOE_20121011,HumanObservation,0.5,4.0,Scorpaena porcus,127247,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,ind
2015-09-18,AOE,AOE_20150918,HumanObservation,0.5,4.0,Umbrina canariensis,127011,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2015-09-18,AOE,AOE_20150918,HumanObservation,0.5,4.0,Mullus surmuletus,126986,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2003-08-07,AOE,AOE_20030807,HumanObservation,0.5,4.0,Echiichthys vipera,150630,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2006-10-03,AOE,AOE_20061003,HumanObservation,0.5,4.0,Echiichthys vipera,150630,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2009-07-01,AOE,AOE_20090701,HumanObservation,0.5,4.0,Echiichthys vipera,150630,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2003-08-07,AOE,AOE_20030807,HumanObservation,0.5,4.0,Callionymus lyra,126792,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2006-10-03,AOE,AOE_20061003,HumanObservation,0.5,4.0,Callionymus lyra,126792,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2003-08-07,AOE,AOE_20030807,HumanObservation,0.5,4.0,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2009-09-15,AOE,AOE_20090915,HumanObservation,0.5,4.0,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2012-10-11,AOE,AOE_20121011,HumanObservation,0.5,4.0,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2021-09-28,AOE,AOE_20210928,HumanObservation,0.5,4.0,Gobius niger,126892,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2003-08-07,AOE,AOE_20030807,HumanObservation,0.5,4.0,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,46.0,ind
2006-10-03,AOE,AOE_20061003,HumanObservation,0.5,4.0,Pomatoschistus sp.,125999,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,ind
2021-09-28,AOE,AOE_20210928,HumanObservation,0.5,4.0,Arnoglossus thori,127128,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2003-08-07,AOE,AOE_20030807,HumanObservation,0.5,4.0,Platichthys flesus,127141,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
2003-08-07,AOE,AOE_20030807,HumanObservation,0.5,4.0,Solea solea,127160,"Three hauls, 1.5 m wide beam trawl, net of 10 mm mesh size and 8 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,ind
